id_transaccion,fecha,id_socio,nombre_cliente,sucursal,categoria_servicio,tipo_membresia,monto_ingreso,costo_adquisicion_cac,duracion_meses_socio,estado_socio,asistencias_mes,nps_satisfaccion
TRX-RD-8176,2025-09-08,002-6000131-8,"María Jiménez Santana","Puerto Plata Club","Membresías","Premium",2690.00,1598.00,10,Activo,7,10
TRX-RD-8192,2025-09-08,402-1618967-6,"Carlos Paulino Guzmán","Punta Cana (Bávaro)","Clases Guiadas","Básica",966.00,1128.00,10,Activo,14,8
TRX-RD-8202,2025-09-08,011-7595168-8,"Juan Morales Reyes","Punta Cana (Bávaro)","Clases Guiadas","Básica",900.00,1108.00,7,Activo,6,8
TRX-RD-8208,2025-09-08,402-7419040-0,"Manuel Morales Martínez","Santiago (Los Jardines)","Membresías","VIP",4890.00,2232.00,14,Activo,16,8
TRX-RD-8256,2025-09-08,031-8068577-2,"Francisco Ventura Martínez","Santo Domingo (Piantini)","Tienda Deportiva","Premium",1719.00,1788.00,11,Activo,13,8
TRX-RD-8290,2025-09-08,031-6441568-3,"Manuel Paulino Ventura","Puerto Plata Club","Membresías","VIP",4890.00,2333.00,12,Activo,10,8
TRX-RD-8312,2025-09-08,031-3994908-9,"Genesis Martínez Pérez","Santo Domingo (Piantini)","Clases Guiadas","VIP",563.00,2456.00,12,Activo,11,9
TRX-RD-8360,2025-09-08,031-6698507-1,"Carolina Castillo Guzmán","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1338.00,11,Activo,17,8
TRX-RD-8367,2025-09-08,037-4666965-8,"Genesis Sánchez Santana","Santiago (Los Jardines)","Membresías","Básica",1690.00,1234.00,8,Cancelado,12,8
TRX-RD-8377,2025-09-08,031-7164015-8,"Pedro Paulino Vásquez","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1199.00,3,Activo,16,7
TRX-RD-8385,2025-09-08,097-9758518-0,"Carmen Jiménez Jiménez","Santo Domingo (Piantini)","Personal Trainer","Premium",1425.00,1735.00,6,Cancelado,12,7
TRX-RD-8422,2025-09-08,097-5339295-1,"Juan Santana Díaz","Puerto Plata Club","Membresías","Básica",1690.00,1374.00,7,Activo,9,9
TRX-RD-8443,2025-09-08,037-8180441-8,"Juan Cruz Ventura","Santiago (Los Jardines)","Membresías","Premium",2690.00,1802.00,7,Activo,9,10
TRX-RD-8447,2025-09-08,031-7537326-9,"Johanny Guzmán Pérez","Santo Domingo (Piantini)","Personal Trainer","Premium",1160.00,1736.00,9,Activo,10,7
TRX-RD-8470,2025-09-08,031-0544898-3,"Miguel Martínez Jiménez","Santo Domingo Este (Zona Oriental)","Membresías","Premium",2690.00,1940.00,7,Activo,13,8
TRX-RD-8479,2025-09-08,097-1092080-3,"Carolina Reyes Ventura","Punta Cana (Bávaro)","Personal Trainer","Premium",1285.00,1673.00,12,Activo,2,10
TRX-RD-8484,2025-09-08,402-6097595-4,"Miguel Rosario Martínez","Santiago (Los Jardines)","Membresías","Premium",2690.00,1653.00,13,Activo,8,8
TRX-RD-8563,2025-09-08,002-9208152-8,"Carlos Ventura Morales","Santiago (Los Jardines)","Clases Guiadas","Básica",667.00,1289.00,6,Activo,13,8
TRX-RD-7918,2025-09-09,402-9746499-8,"Rosa Paulino Gómez","Santiago (Los Jardines)","Membresías","Básica",1690.00,1303.00,13,Activo,7,10
TRX-RD-8040,2025-09-09,402-3864375-9,"Kelvin Ventura Pérez","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2450.00,9,Activo,10,7
TRX-RD-8049,2025-09-09,037-4959824-3,"Laura Morales Sánchez","Santo Domingo (Piantini)","Tienda Deportiva","Premium",1496.00,1713.00,5,Activo,9,9
TRX-RD-8072,2025-09-09,011-7655157-8,"Emmanuel Pérez Díaz","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1568.00,11,Activo,14,9
TRX-RD-8080,2025-09-09,011-9286017-7,"Miguel Reyes Santana","Punta Cana (Bávaro)","Tienda Deportiva","Básica",1815.00,1359.00,6,Activo,13,7
TRX-RD-8094,2025-09-09,002-3031991-5,"Emmanuel Reyes Morales","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1671.00,7,Activo,8,7
TRX-RD-8104,2025-09-09,002-6232200-1,"Yamilka Pérez Gómez","Santo Domingo (Piantini)","Clases Guiadas","Premium",865.00,1347.00,16,Activo,8,6
TRX-RD-8121,2025-09-09,402-3519826-0,"José Peña Marte","Punta Cana (Bávaro)","Clases Guiadas","Básica",909.00,1467.00,11,Activo,11,9
TRX-RD-8183,2025-09-09,001-5280253-4,"Carlos Rodríguez Cruz","Santiago (Los Jardines)","Tienda Deportiva","Básica",1428.00,1160.00,7,Activo,8,7
TRX-RD-8189,2025-09-09,097-0213742-4,"Kelvin Castillo Díaz","Santiago (Los Jardines)","Tienda Deportiva","Básica",2270.00,1434.00,14,Activo,13,8
TRX-RD-8215,2025-09-09,402-4161120-7,"Carlos Vásquez Peña","Santo Domingo (Piantini)","Clases Guiadas","Premium",960.00,1665.00,10,Activo,7,7
TRX-RD-8264,2025-09-09,011-2788001-9,"Ramón Ventura Reyes","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2662.00,13,Activo,9,7
TRX-RD-8269,2025-09-09,037-6459188-3,"Joan Reyes Morales","Punta Cana (Bávaro)","Personal Trainer","Premium",1750.00,1588.00,9,Activo,13,10
TRX-RD-8279,2025-09-09,001-1313633-7,"Genesis García Rosario","Puerto Plata Club","Membresías","Básica",1690.00,1207.00,14,Activo,17,9
TRX-RD-8293,2025-09-09,002-0728408-4,"Juan Vásquez Castillo","Santo Domingo Este (Zona Oriental)","Tienda Deportiva","Básica",1580.00,1460.00,12,Activo,9,7
TRX-RD-8319,2025-09-09,037-1652013-9,"Francisco Peña Marte","Santiago (Los Jardines)","Membresías","Premium",2690.00,1585.00,8,Activo,10,6
TRX-RD-8326,2025-09-09,097-9542972-0,"Ramón Reyes Díaz","Santiago (Los Jardines)","Membresías","Básica",1690.00,1245.00,14,Activo,7,8
TRX-RD-8354,2025-09-09,037-9921219-0,"Stephanie Sánchez Martínez","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1205.00,11,Activo,10,7
TRX-RD-8370,2025-09-09,037-0024297-1,"Pedro Guzmán Vásquez","Santo Domingo (Piantini)","Tienda Deportiva","VIP",1612.00,2327.00,17,Activo,5,7
TRX-RD-8404,2025-09-09,402-5462716-5,"Genesis García García","Punta Cana (Bávaro)","Membresías","Premium",2690.00,1764.00,13,Activo,14,8
TRX-RD-8433,2025-09-09,031-3955124-0,"Luis Pérez Vásquez","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1130.00,9,Activo,9,7
TRX-RD-8450,2025-09-09,402-0934530-1,"Johanny Ventura Santana","Santiago (Los Jardines)","Membresías","Básica",1690.00,1432.00,11,Activo,14,8
TRX-RD-8482,2025-09-09,031-7353529-9,"Patricia Sánchez Santana","Santiago (Los Jardines)","Membresías","Básica",1690.00,1184.00,9,Activo,12,7
TRX-RD-8552,2025-09-09,002-7588872-5,"Carlos Rosario Rodríguez","Santiago (Los Jardines)","Clases Guiadas","Básica",571.00,1200.00,10,Activo,10,9
TRX-RD-8553,2025-09-09,002-6200903-8,"Carmen Sánchez Castillo","Santiago (Los Jardines)","Membresías","Básica",1690.00,1560.00,8,Activo,17,7
TRX-RD-8567,2025-09-09,011-5398339-8,"Rafael Paulino Jiménez","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1136.00,10,Activo,15,8
TRX-RD-7936,2025-09-10,037-8530130-4,"Miguel Marte Castillo","Santiago (Los Jardines)","Personal Trainer","Básica",1339.00,1247.00,5,Activo,14,7
TRX-RD-7943,2025-09-10,011-2093698-2,"Miguel Ventura Guzmán","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1283.00,12,Activo,17,6
TRX-RD-7958,2025-09-10,097-7920909-8,"Ana García Santana","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1411.00,10,Activo,13,8
TRX-RD-8034,2025-09-10,001-3787669-4,"Ramón Díaz Rodríguez","Punta Cana (Bávaro)","Membresías","Premium",2690.00,1538.00,11,Activo,14,7
TRX-RD-8134,2025-09-10,031-6851654-4,"José Rosario Pérez","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1363.00,7,Cancelado,9,9
TRX-RD-8136,2025-09-10,002-2421057-5,"Yamilka Pérez Vásquez","Santiago (Los Jardines)","Tienda Deportiva","Básica",1546.00,1190.00,11,Activo,7,7
TRX-RD-8138,2025-09-10,037-2074875-9,"Ramón Pérez Marte","Puerto Plata Club","Membresías","Básica",1690.00,1114.00,14,Activo,9,6
TRX-RD-8149,2025-09-10,097-9949127-0,"Francisco Santana Peña","Santo Domingo (Piantini)","Clases Guiadas","VIP",1055.00,2523.00,15,Activo,17,8
TRX-RD-8150,2025-09-10,031-1824879-2,"Pedro Cruz Ventura","Santiago (Los Jardines)","Membresías","VIP",4890.00,2532.00,6,Activo,6,7
TRX-RD-8177,2025-09-10,002-6000131-8,"María Jiménez Santana","Puerto Plata Club","Personal Trainer","Premium",1596.00,1598.00,10,Activo,7,10
TRX-RD-8204,2025-09-10,037-6310867-1,"Carlos Gómez Gómez","Santo Domingo Este (Zona Oriental)","Personal Trainer","Básica",1800.00,1314.00,8,Activo,10,8
TRX-RD-8210,2025-09-10,011-2805876-3,"Nicole Rosario Reyes","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1377.00,11,Activo,14,8
TRX-RD-8238,2025-09-10,037-7274299-9,"Juan Díaz Rodríguez","Santo Domingo Este (Zona Oriental)","Tienda Deportiva","Básica",2012.00,1358.00,8,Activo,11,8
TRX-RD-8300,2025-09-10,002-9847295-2,"Johanny Vásquez Sánchez","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1315.00,8,Activo,12,6
TRX-RD-8303,2025-09-10,031-5457306-1,"Carlos Paulino Marte","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1200.00,15,Activo,12,8
TRX-RD-8308,2025-09-10,001-6862823-8,"Kelvin Vásquez Pérez","Santo Domingo (Piantini)","Personal Trainer","Básica",1365.00,1068.00,12,Activo,5,9
TRX-RD-8389,2025-09-10,031-9583417-5,"Alejandro Cruz Vásquez","Santiago (Los Jardines)","Clases Guiadas","Premium",858.00,1421.00,12,Activo,6,8
TRX-RD-8395,2025-09-10,001-4225018-2,"Rafael Gómez Díaz","Santiago (Los Jardines)","Clases Guiadas","Básica",1005.00,1301.00,13,Activo,15,7
TRX-RD-8454,2025-09-10,402-0766543-7,"Gabriel Cruz Díaz","Santo Domingo (Piantini)","Tienda Deportiva","Premium",1778.00,1829.00,10,Activo,9,8
TRX-RD-8466,2025-09-10,031-2023540-7,"Nicole Peña Pérez","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2393.00,8,Activo,10,9
TRX-RD-8473,2025-09-10,001-4573372-1,"Carolina Ventura Pérez","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1256.00,5,Activo,12,8
TRX-RD-8513,2025-09-10,001-4699582-4,"Emmanuel Pérez Martínez","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1485.00,13,Activo,10,8
TRX-RD-8545,2025-09-10,037-0461767-3,"Luis Vásquez Díaz","Puerto Plata Club","Membresías","Premium",2690.00,1417.00,10,Activo,9,8
TRX-RD-8554,2025-09-10,002-6200903-8,"Carmen Sánchez Castillo","Santiago (Los Jardines)","Personal Trainer","Básica",1301.00,1560.00,8,Activo,17,7
TRX-RD-8556,2025-09-10,097-4974915-7,"Laura Santana Vásquez","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1537.00,11,Activo,14,7
TRX-RD-8008,2025-09-11,097-1176412-7,"Gabriel Jiménez Sánchez","Santo Domingo (Piantini)","Tienda Deportiva","Premium",1304.00,1963.00,8,Cancelado,12,10
TRX-RD-8013,2025-09-11,001-9939436-2,"Pedro Rosario Sánchez","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1328.00,12,Activo,12,8
TRX-RD-8014,2025-09-11,031-6593414-6,"Joan Ventura Sánchez","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1251.00,13,Activo,13,9
TRX-RD-8025,2025-09-11,011-0658246-1,"Manuel Jiménez Rosario","Puerto Plata Club","Clases Guiadas","Premium",795.00,1298.00,12,Activo,13,7
TRX-RD-8035,2025-09-11,402-2735504-3,"Ramón Marte Sánchez","Santiago (Los Jardines)","Membresías","Premium",2690.00,1446.00,12,Activo,8,8
TRX-RD-8066,2025-09-11,002-0153299-1,"Alejandro Sánchez Marte","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1148.00,7,Activo,15,8
TRX-RD-8107,2025-09-11,402-0381126-6,"María Castillo Díaz","Santiago (Los Jardines)","Tienda Deportiva","Básica",1525.00,916.00,11,Activo,18,9
TRX-RD-8115,2025-09-11,097-5512692-8,"Juan Reyes Gómez","Santo Domingo Este (Zona Oriental)","Clases Guiadas","Básica",983.00,1195.00,7,Activo,12,7
TRX-RD-8245,2025-09-11,402-7337520-0,"Yudelka Peña Jiménez","Santiago (Los Jardines)","Membresías","VIP",4890.00,2497.00,11,Activo,13,7
TRX-RD-8275,2025-09-11,011-2999115-2,"Yamilka Jiménez Peña","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1390.00,13,Activo,12,8
TRX-RD-8281,2025-09-11,031-0389221-6,"Laura Reyes Marte","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1788.00,9,Activo,10,8
TRX-RD-8305,2025-09-11,011-4788643-4,"Emmanuel Santana Martínez","Santo Domingo (Piantini)","Membresías","Básica",1690.00,1197.00,13,Activo,8,8
TRX-RD-8402,2025-09-11,037-5296970-3,"Rosa Sánchez Reyes","Punta Cana (Bávaro)","Membresías","Premium",2690.00,1522.00,10,Activo,11,8
TRX-RD-8431,2025-09-11,001-2826741-6,"Yamilka Santana Martínez","Santo Domingo Este (Zona Oriental)","Clases Guiadas","Básica",891.00,1389.00,12,Activo,8,8
TRX-RD-8446,2025-09-11,031-7537326-9,"Johanny Guzmán Pérez","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1736.00,9,Activo,10,7
TRX-RD-8561,2025-09-11,011-4966584-4,"Emmanuel Vásquez Sánchez","Santo Domingo Este (Zona Oriental)","Tienda Deportiva","Premium",2135.00,1777.00,13,Activo,14,9
TRX-RD-7997,2025-09-12,002-4974312-1,"Patricia Guzmán Pérez","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1678.00,10,Activo,11,9
TRX-RD-8016,2025-09-12,011-5108527-9,"Yudelka Morales Castillo","Santiago (Los Jardines)","Personal Trainer","Premium",1789.00,1676.00,10,Activo,19,9
TRX-RD-8069,2025-09-12,011-2564054-8,"Pedro García Reyes","Puerto Plata Club","Membresías","Premium",2690.00,1702.00,13,Activo,13,9
TRX-RD-8074,2025-09-12,001-7971463-9,"Luisa Peña Díaz","Punta Cana (Bávaro)","Membresías","VIP",4890.00,2491.00,11,Activo,8,8
TRX-RD-8093,2025-09-12,031-0526398-6,"Miguel Gómez Vásquez","Santo Domingo (Piantini)","Personal Trainer","Básica",1490.00,1281.00,11,Activo,11,7
TRX-RD-8119,2025-09-12,037-9815671-1,"Altagracia Jiménez Peña","Punta Cana (Bávaro)","Membresías","Premium",2690.00,1605.00,15,Activo,18,8
TRX-RD-8133,2025-09-12,402-7986613-7,"Luis Sánchez Vásquez","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1244.00,9,Activo,6,8
TRX-RD-8172,2025-09-12,002-9235870-2,"Juan Castillo Cruz","Punta Cana (Bávaro)","Membresías","VIP",4890.00,2478.00,10,Activo,11,7
TRX-RD-8180,2025-09-12,002-5206211-2,"Kelvin Cruz Morales","Puerto Plata Club","Personal Trainer","Premium",1541.00,2020.00,10,Activo,14,8
TRX-RD-8239,2025-09-12,001-6928831-3,"Laura Guzmán Santana","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1783.00,8,Activo,9,8
TRX-RD-8255,2025-09-12,031-8068577-2,"Francisco Ventura Martínez","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1788.00,11,Activo,13,8
TRX-RD-8270,2025-09-12,002-5106576-9,"Kelvin Díaz Gómez","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2557.00,10,Activo,13,7
TRX-RD-8285,2025-09-12,402-2255694-2,"Johanny Rosario Pérez","Punta Cana (Bávaro)","Membresías","Premium",2690.00,1944.00,7,Activo,12,8
TRX-RD-8318,2025-09-12,002-7964571-7,"Yamilka Ventura Peña","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1430.00,11,Activo,10,8
TRX-RD-8330,2025-09-12,002-4145283-8,"Stephanie Martínez Rodríguez","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1446.00,10,Activo,13,9
TRX-RD-8366,2025-09-12,011-5821589-5,"Carolina Rodríguez Vásquez","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1190.00,18,Activo,13,8
TRX-RD-8383,2025-09-12,402-0403131-0,"Stephanie Sánchez Cruz","Santo Domingo Este (Zona Oriental)","Clases Guiadas","Básica",677.00,1243.00,5,Activo,9,9
TRX-RD-8403,2025-09-12,031-7945376-0,"Kelvin Pérez Pérez","Santiago (Los Jardines)","Membresías","Básica",1690.00,1178.00,8,Activo,9,8
TRX-RD-8407,2025-09-12,001-0197774-2,"Stephanie Peña Ventura","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2497.00,10,Activo,13,6
TRX-RD-8453,2025-09-12,402-0766543-7,"Gabriel Cruz Díaz","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1829.00,10,Activo,9,8
TRX-RD-8472,2025-09-12,402-1332067-0,"Carlos Díaz Martínez","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1485.00,10,Activo,14,10
TRX-RD-8476,2025-09-12,001-1139539-8,"Emmanuel Ventura Pérez","Puerto Plata Club","Personal Trainer","Básica",1450.00,1259.00,10,Activo,15,10
TRX-RD-8490,2025-09-12,031-9570833-8,"Gabriel Ventura Gómez","Santiago (Los Jardines)","Membresías","Premium",2690.00,1675.00,5,Activo,16,8
TRX-RD-8504,2025-09-12,402-0142321-3,"Stephanie Morales Marte","Punta Cana (Bávaro)","Membresías","VIP",4890.00,2376.00,10,Activo,8,7
TRX-RD-8508,2025-09-12,001-5706299-3,"Carmen Rosario Pérez","Santo Domingo Este (Zona Oriental)","Personal Trainer","Básica",1584.00,1294.00,7,Activo,5,9
TRX-RD-8509,2025-09-12,001-5706299-3,"Carmen Rosario Pérez","Santo Domingo Este (Zona Oriental)","Clases Guiadas","Básica",1293.00,1294.00,7,Activo,5,9
TRX-RD-8546,2025-09-12,037-0461767-3,"Luis Vásquez Díaz","Puerto Plata Club","Tienda Deportiva","Premium",2153.00,1417.00,10,Activo,9,8
TRX-RD-7924,2025-09-13,402-7362251-0,"Francisco Santana Reyes","Santiago (Los Jardines)","Membresías","Básica",1690.00,1325.00,13,Activo,13,8
TRX-RD-7930,2025-09-13,097-5926792-6,"Nicole Paulino Gómez","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1546.00,9,Activo,13,9
TRX-RD-7931,2025-09-13,037-7793362-7,"Pedro Díaz Cruz","Santiago (Los Jardines)","Membresías","Básica",1690.00,1318.00,11,Activo,5,6
TRX-RD-7950,2025-09-13,402-1899446-1,"Yamilka Castillo Pérez","Punta Cana (Bávaro)","Tienda Deportiva","Básica",1745.00,1110.00,7,Cancelado,10,9
TRX-RD-8000,2025-09-13,402-6347891-5,"Ramón Martínez Morales","Punta Cana (Bávaro)","Tienda Deportiva","Básica",1808.00,1268.00,11,Activo,9,7
TRX-RD-8086,2025-09-13,031-3445475-4,"Luis Rodríguez Morales","Punta Cana (Bávaro)","Membresías","Premium",2690.00,1471.00,14,Activo,12,7
TRX-RD-8127,2025-09-13,037-8528078-9,"Carmen Rodríguez Vásquez","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1505.00,8,Activo,6,8
TRX-RD-8147,2025-09-13,097-9949127-0,"Francisco Santana Peña","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2523.00,15,Activo,17,8
TRX-RD-8218,2025-09-13,037-7869598-5,"Kelvin Ventura García","Punta Cana (Bávaro)","Membresías","Premium",2690.00,1596.00,13,Activo,11,8
TRX-RD-8236,2025-09-13,037-7274299-9,"Juan Díaz Rodríguez","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1358.00,8,Activo,11,8
TRX-RD-8260,2025-09-13,402-3202685-2,"Genesis Jiménez Ventura","Santo Domingo (Piantini)","Clases Guiadas","Premium",805.00,1779.00,8,Activo,14,9
TRX-RD-8274,2025-09-13,001-2207218-4,"Luisa Marte Vásquez","Santo Domingo Este (Zona Oriental)","Tienda Deportiva","VIP",1949.00,2660.00,9,Activo,10,7
TRX-RD-8393,2025-09-13,097-1755408-4,"Carolina Paulino Marte","Santo Domingo Este (Zona Oriental)","Membresías","Premium",2690.00,1360.00,5,Activo,11,9
TRX-RD-8400,2025-09-13,097-0440943-3,"Juan Ventura Sánchez","Punta Cana (Bávaro)","Membresías","VIP",4890.00,2444.00,8,Activo,7,9
TRX-RD-8405,2025-09-13,402-5462716-5,"Genesis García García","Punta Cana (Bávaro)","Clases Guiadas","Premium",986.00,1764.00,13,Activo,14,8
TRX-RD-8445,2025-09-13,002-4563876-2,"Rosa Reyes Peña","Puerto Plata Club","Tienda Deportiva","Básica",2218.00,1081.00,11,Activo,12,7
TRX-RD-8459,2025-09-13,031-7376796-7,"Laura Martínez Marte","Santiago (Los Jardines)","Membresías","VIP",4890.00,2424.00,10,Activo,9,7
TRX-RD-8487,2025-09-13,031-0627540-1,"María Morales Guzmán","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1201.00,14,Activo,14,7
TRX-RD-8528,2025-09-13,011-4532392-7,"Gabriel Marte Vásquez","Santo Domingo Este (Zona Oriental)","Membresías","Premium",2690.00,1474.00,14,Activo,13,8
TRX-RD-8549,2025-09-13,011-2784457-7,"Kelvin Jiménez Gómez","Santiago (Los Jardines)","Personal Trainer","Básica",1421.00,1191.00,17,Activo,9,8
TRX-RD-8559,2025-09-13,031-2693777-4,"Emmanuel Santana Reyes","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1388.00,12,Activo,16,7
TRX-RD-8569,2025-09-13,002-0860564-2,"Kelvin Santana Gómez","Punta Cana (Bávaro)","Membresías","Premium",2690.00,1422.00,8,Activo,12,8
TRX-RD-7923,2025-09-14,037-1550315-1,"Miguel Ventura Rodríguez","Punta Cana (Bávaro)","Personal Trainer","Premium",2004.00,1579.00,8,Activo,10,7
TRX-RD-7960,2025-09-14,011-2413859-3,"Luisa Rosario Guzmán","Santiago (Los Jardines)","Membresías","Básica",1690.00,1192.00,7,Activo,11,8
TRX-RD-7968,2025-09-14,037-4397113-1,"Pedro Marte García","Santo Domingo (Piantini)","Clases Guiadas","VIP",1151.00,2512.00,13,Activo,13,7
TRX-RD-7980,2025-09-14,011-9793610-5,"Luisa García Morales","Santo Domingo (Piantini)","Clases Guiadas","VIP",868.00,2433.00,12,Activo,9,8
TRX-RD-8003,2025-09-14,002-1029560-6,"Manuel Gómez Cruz","Santiago (Los Jardines)","Membresías","Premium",2690.00,1537.00,11,Activo,10,8
TRX-RD-8059,2025-09-14,031-7139591-0,"Rafael Sánchez Paulino","Santo Domingo Este (Zona Oriental)","Personal Trainer","Básica",1254.00,1135.00,11,Activo,8,9
TRX-RD-8078,2025-09-14,002-2068409-6,"Gabriel Díaz Guzmán","Puerto Plata Club","Personal Trainer","Básica",1376.00,1264.00,10,Activo,13,10
TRX-RD-8103,2025-09-14,002-6232200-1,"Yamilka Pérez Gómez","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1347.00,16,Activo,8,6
TRX-RD-8118,2025-09-14,001-0742516-7,"Luis Ventura Reyes","Santo Domingo Este (Zona Oriental)","Tienda Deportiva","Básica",1303.00,1136.00,15,Activo,14,10
TRX-RD-8125,2025-09-14,001-0584045-8,"Johanny Paulino Sánchez","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1818.00,12,Activo,12,8
TRX-RD-8126,2025-09-14,001-0584045-8,"Johanny Paulino Sánchez","Santo Domingo (Piantini)","Tienda Deportiva","Premium",1810.00,1818.00,12,Activo,12,8
TRX-RD-8168,2025-09-14,002-3932879-2,"Juan Peña Ventura","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1100.00,8,Activo,11,9
TRX-RD-8206,2025-09-14,002-6118565-6,"Pedro Guzmán Paulino","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1055.00,5,Activo,5,8
TRX-RD-8220,2025-09-14,011-4990913-5,"Luis Sánchez Díaz","Santo Domingo (Piantini)","Membresías","VIP",4890.00,2605.00,10,Activo,10,10
TRX-RD-8237,2025-09-14,037-7274299-9,"Juan Díaz Rodríguez","Santo Domingo Este (Zona Oriental)","Clases Guiadas","Básica",856.00,1358.00,8,Activo,11,8
TRX-RD-8294,2025-09-14,031-0415386-5,"Ana Vásquez García","Santo Domingo (Piantini)","Membresías","Premium",2690.00,1642.00,13,Activo,8,9
TRX-RD-8325,2025-09-14,097-2566732-4,"Johanny Castillo Reyes","Santo Domingo Este (Zona Oriental)","Personal Trainer","Básica",1681.00,1137.00,7,Activo,17,8
TRX-RD-8359,2025-09-14,037-8606750-8,"Miguel Peña Vásquez","Punta Cana (Bávaro)","Membresías","Premium",2690.00,1553.00,9,Activo,7,9
TRX-RD-8378,2025-09-14,037-6030232-7,"Rosa Vásquez Jiménez","Santiago (Los Jardines)","Membresías","VIP",4890.00,2326.00,10,Activo,7,9
TRX-RD-8382,2025-09-14,402-0403131-0,"Stephanie Sánchez Cruz","Santo Domingo Este (Zona Oriental)","Personal Trainer","Básica",1628.00,1243.00,5,Activo,9,9
TRX-RD-8415,2025-09-14,037-6256257-1,"Ramón Díaz Jiménez","Santo Domingo Este (Zona Oriental)","Personal Trainer","Básica",1497.00,1342.00,8,Activo,14,7
TRX-RD-8428,2025-09-14,037-6416060-6,"Luisa Cruz Díaz","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1171.00,4,Activo,8,8
TRX-RD-8430,2025-09-14,001-2826741-6,"Yamilka Santana Martínez","Santo Domingo Este (Zona Oriental)","Membresías","Básica",1690.00,1389.00,12,Activo,8,8
TRX-RD-8442,2025-09-14,402-9645729-0,"María Ventura García","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1174.00,8,Activo,8,10
TRX-RD-8478,2025-09-14,097-1092080-3,"Carolina Reyes Ventura","Punta Cana (Bávaro)","Membresías","Premium",2690.00,1673.00,12,Activo,2,10
TRX-RD-8499,2025-09-14,002-4726579-6,"Emmanuel Paulino Jiménez","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1176.00,8,Activo,11,8
TRX-RD-8518,2025-09-14,002-6485922-4,"Carlos Sánchez García","Santiago (Los Jardines)","Membresías","Premium",2690.00,1669.00,8,Cancelado,12,8
TRX-RD-8539,2025-09-14,402-8956547-1,"Luis Cruz Gómez","Punta Cana (Bávaro)","Membresías","VIP",4890.00,2558.00,11,Activo,10,10
TRX-RD-8573,2025-09-14,037-3006683-8,"Carmen Peña Peña","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1406.00,10,Activo,13,9
TRX-RD-7941,2025-09-15,037-5983058-5,"María Díaz Pérez","Santo Domingo Este (Zona Oriental)","Membresías","VIP",4890.00,2320.00,11,Activo,11,7
TRX-RD-7945,2025-09-15,402-3725711-4,"Genesis Rodríguez Sánchez","Punta Cana (Bávaro)","Membresías","Básica",1690.00,1179.00,14,Activo,7,8
